congress,chamber,party_code,party_name,n_members,nominate_dim1_median,nominate_dim2_median,nominate_dim1_mean,nominate_dim2_mean
1,President,5000,Pro-Administration,1,,,,
1,House,4000,Anti-Administration,29,0.018,0.092,-0.024379310344827595,0.14193103448275857
1,House,5000,Pro-Administration,37,0.578,0.057,0.5278378378378378,0.02575675675675677
1,Senate,4000,Anti-Administration,9,-0.2375,-0.213,-0.23975,-0.04475000000000001
1,Senate,5000,Pro-Administration,20,0.427,-0.3085,0.3520499999999999,-0.16620000000000001
2,President,5000,Pro-Administration,1,,,,
2,House,4000,Anti-Administration,32,-0.022,-0.079,-0.03909677419354839,-0.12206451612903224
2,House,5000,Pro-Administration,40,0.533,0.0825,0.5304,0.081625
2,Senate,4000,Anti-Administration,14,-0.392,-0.544,-0.36121428571428577,-0.308
2,Senate,5000,Pro-Administration,17,0.446,-0.252,0.3864117647058823,-0.11788235294117644
3,President,5000,Pro-Administration,1,,,,
3,House,4000,Anti-Administration,56,-0.072,-0.151,-0.07198181818181817,-0.16261818181818177
3,House,5000,Pro-Administration,54,0.5894999999999999,0.0745,0.5637115384615387,0.05111538461538461
3,Senate,4000,Anti-Administration,15,-0.37,-0.548,-0.3769333333333334,-0.432
3,Senate,5000,Pro-Administration,18,0.5705,-0.179,0.5734999999999999,0.0038888888888888922
4,President,1,Federalist,1,,,,
4,House,1,Federalist,54,0.6034999999999999,0.1375,0.5615555555555557,0.14103703703703702
4,House,13,Democrat-Republican,61,-0.0975,-0.033,-0.11894999999999997,6.66666666666644e-05
4,Senate,1,Federalist,29,0.6185,-0.046,0.5752500000000002,0.031178571428571444
4,Senate,13,Democrat-Republican,14,-0.37,-0.462,-0.3927692307692308,-0.34969230769230764
5,President,1,Federalist,1,,,,
5,House,1,Federalist,64,0.622,-0.0165,0.5969218749999999,0.026218750000000006
5,House,13,Democrat-Republican,53,-0.108,-0.042,-0.13815094339622638,-0.07611320754716983
5,Senate,1,Federalist,31,0.717,-0.043,0.5952903225806452,0.03500000000000001
5,Senate,13,Democrat-Republican,14,-0.364,0.023,-0.32076923076923075,-0.15200000000000002
6,President,1,Federalist,1,,,,
6,House,1,Federalist,64,0.624,-0.07050000000000001,0.5918749999999999,-0.04340624999999999
6,House,13,Democrat-Republican,50,-0.068,-0.105,-0.10193877551020407,-0.16224489795918362
6,Senate,1,Federalist,27,0.625,0.036,0.5730000000000001,0.07748148148148148
6,Senate,13,Democrat-Republican,11,-0.277,0.023,-0.31718181818181823,-0.107
7,President,13,Democrat-Republican,1,0.018,0.516,0.018,0.516
7,House,1,Federalist,40,0.622,-0.17049999999999998,0.6072000000000001,-0.031924999999999995
7,House,13,Democrat-Republican,74,-0.052,0.057,-0.08423287671232879,-0.02539726027397259
7,Senate,1,Federalist,16,0.6890000000000001,-0.10750000000000001,0.6684999999999999,-0.10649999999999998
7,Senate,13,Democrat-Republican,20,-0.232,-0.22,-0.26868421052631575,-0.24163157894736847
8,President,13,Democrat-Republican,1,0.018,0.516,0.018,0.516
8,House,1,Federalist,40,0.615,-0.248,0.599102564102564,-0.21956410256410258
8,House,13,Democrat-Republican,110,-0.098,0.066,-0.10602752293577981,0.05273394495412846
8,Senate,1,Federalist,10,0.6665000000000001,-0.32899999999999996,0.6515000000000001,-0.17509999999999998
8,Senate,13,Democrat-Republican,34,-0.2125,-0.22,-0.24017647058823535,-0.2984117647058823
9,President,13,Democrat-Republican,1,0.018,0.516,0.018,0.516
9,House,1,Federalist,29,0.6074999999999999,-0.36950000000000005,0.5690357142857143,-0.37835714285714284
9,House,13,Democrat-Republican,120,-0.10350000000000001,0.0685,-0.09022881355932204,0.03726271186440681
9,Senate,1,Federalist,7,0.646,-0.409,0.6585714285714285,-0.23814285714285713
9,Senate,13,Democrat-Republican,30,-0.1255,-0.16399999999999998,-0.11176666666666665,-0.16503333333333334
10,President,13,Democrat-Republican,1,0.018,0.516,0.018,0.516
10,House,1,Federalist,27,0.599,-0.429,0.5270370370370372,-0.38851851851851854
10,House,13,Democrat-Republican,122,-0.099,0.066,-0.06680165289256197,0.05728925619834707
10,Senate,1,Federalist,7,0.619,-0.249,0.6241428571428571,-0.2367142857142857
10,Senate,13,Democrat-Republican,32,-0.065,0.068,-0.10064516129032258,-0.012290322580645158
11,President,13,Democrat-Republican,1,0.138,0.731,0.138,0.731
11,House,1,Federalist,51,0.586,-0.43,0.5370588235294118,-0.40727450980392166
11,House,13,Democrat-Republican,103,-0.108,0.095,-0.08787378640776701,0.10989320388349509
11,Senate,1,Federalist,10,0.643,-0.17049999999999998,0.6561999999999999,-0.20470000000000002
11,Senate,13,Democrat-Republican,34,-0.065,0.068,-0.07175757575757577,0.051575757575757566
12,President,13,Democrat-Republican,1,0.138,0.731,0.138,0.731
12,House,1,Federalist,37,0.591,-0.43,0.5015675675675676,-0.42505405405405405
12,House,13,Democrat-Republican,110,-0.10200000000000001,0.107,-0.09451818181818183,0.10936363636363637
12,Senate,1,Federalist,6,0.5945,-0.14650000000000002,0.6251666666666666,-0.17149999999999999
12,Senate,13,Democrat-Republican,31,-0.126,0.023,-0.0891935483870968,-0.0355483870967742
13,President,13,Democrat-Republican,1,0.138,0.731,0.138,0.731
13,House,1,Federalist,72,0.58,-0.392,0.5247042253521127,-0.33983098591549293
13,House,13,Democrat-Republican,124,-0.08449999999999999,0.219,-0.08957258064516131,0.22309677419354856
13,Senate,1,Federalist,10,0.563,-0.242,0.5939,-0.1883
13,Senate,13,Democrat-Republican,36,-0.2145,0.039,-0.12875,-0.008472222222222225
14,President,13,Democrat-Republican,1,0.138,0.731,0.138,0.731
14,House,1,Federalist,66,0.58,-0.415,0.5216000000000002,-0.3680923076923077
14,House,13,Democrat-Republican,133,-0.063,0.18,-0.056218045112781966,0.2003984962406016
14,Senate,1,Federalist,15,0.522,-0.182,0.5280666666666667,-0.1964
14,Senate,13,Democrat-Republican,29,-0.112,0.063,-0.12879310344827585,0.03334482758620689
15,President,13,Democrat-Republican,1,0.13,0.548,0.13,0.548
15,House,1,Federalist,40,0.472,-0.2845,0.41375,-0.26959999999999995
15,House,13,Democrat-Republican,155,0.020499999999999997,0.155,0.014701298701298725,0.12035714285714295
15,Senate,1,Federalist,13,0.522,-0.237,0.565,-0.28784615384615386
15,Senate,13,Democrat-Republican,33,-0.041,0.132,-0.07396969696969696,0.0806969696969697
16,President,13,Democrat-Republican,1,0.13,0.548,0.13,0.548
16,House,1,Federalist,28,0.37,0.156,0.2581785714285715,0.012321428571428554
16,House,13,Democrat-Republican,173,0.08399999999999999,0.262,0.03152325581395346,0.1974244186046512
16,Senate,1,Federalist,10,0.5994999999999999,-0.245,0.5972000000000001,-0.27809999999999996
16,Senate,13,Democrat-Republican,41,-0.026,0.052,0.012634146341463415,0.05636585365853655
17,President,13,Democrat-Republican,1,0.13,0.548,0.13,0.548
17,House,1,Federalist,36,0.36,0.147,0.27580000000000005,0.038199999999999984
17,House,13,Democrat-Republican,165,0.106,0.116,0.04647852760736191,0.0798895705521472
17,Senate,1,Federalist,5,0.575,-0.237,0.5668,-0.2076
17,Senate,13,Democrat-Republican,48,0.034,0.0455,0.08245833333333333,0.04402083333333332
18,President,13,Democrat-Republican,1,0.13,0.548,0.13,0.548
18,House,13,Democrat-Republican,4,0.257,0.635,0.34333333333333327,0.6073333333333334
18,House,1346,Jackson Republican,65,0.043,0.4585,-0.00140625000000001,0.416328125
18,House,6000,Crawford Federalist,2,0.202,-0.144,0.202,-0.144
18,House,7000,Jackson Federalist,7,0.153,0.338,0.13185714285714287,0.3691428571428571
18,House,7777,Crawford Republican,56,-0.305,-0.23,-0.19321818181818182,-0.1930727272727273
18,House,8000,Adams-Clay Federalist,15,0.289,0.04,0.24493333333333334,-0.19506666666666664
18,House,8888,Adams-Clay Republican,72,0.281,0.111,0.32314084507042246,0.04330985915492959
18,Senate,1346,Jackson Republican,12,-0.1835,-0.08349999999999999,-0.16058333333333333,-0.04266666666666666
18,Senate,7777,Crawford Republican,22,0.076,0.005999999999999998,0.10250000000000002,-0.05890909090909091
18,Senate,8000,Adams-Clay Federalist,5,0.57,-0.253,0.5224,-0.2444
18,Senate,8888,Adams-Clay Republican,14,0.23299999999999998,0.3745,0.22735714285714284,0.43757142857142856
19,President,22,Adams,1,0.396,-0.147,0.396,-0.147
19,House,22,Adams,113,0.227,0.069,0.22389285714285725,0.032348214285714307
19,House,555,Jackson,112,-0.189,0.28300000000000003,-0.18252678571428566,0.17816071428571428
19,Senate,22,Adams,26,0.37,0.38,0.3494,0.4073199999999999
19,Senate,555,Jackson,32,-0.142,-0.226,-0.09870967741935484,-0.2103225806451613
19,Senate,1346,Jackson Republican,1,-0.497,0.868,-0.497,0.868
19,Senate,7777,Crawford Republican,1,0.919,0.377,0.919,0.377
20,President,22,Adams,1,0.396,-0.147,0.396,-0.147
20,House,22,Adams,104,0.28200000000000003,0.11549999999999999,0.26475000000000004,0.09511538461538466
20,House,555,Jackson,118,-0.2205,0.242,-0.21379661016949156,0.17086440677966103
20,Senate,22,Adams,23,0.37,0.558,0.3368260869565217,0.479
20,Senate,555,Jackson,30,-0.0745,-0.23149999999999998,-0.09633333333333335,-0.1794666666666666
21,President,555,Jackson,1,-0.25,-0.098,-0.25,-0.098
21,House,26,Anti Masonic,5,0.267,0.136,0.279,0.14340000000000003
21,House,555,Jackson,142,-0.2625,0.0505,-0.24328873239436627,0.00183098591549298
21,House,1275,Anti-Jackson,74,0.294,0.147,0.29383561643835626,0.18787671232876718
21,Senate,555,Jackson,31,-0.0985,-0.187,-0.1577333333333333,-0.14119999999999996
21,Senate,1275,Anti-Jackson,23,0.395,0.38,0.38760869565217393,0.42165217391304344
22,President,555,Jackson,1,-0.25,-0.098,-0.25,-0.098
22,House,26,Anti Masonic,17,0.248,-0.033,0.25941176470588234,-0.01047058823529412
22,House,44,Nullifier,4,-0.3125,0.9085,-0.34324999999999994,0.8035
22,House,555,Jackson,130,-0.29,-0.08449999999999999,-0.27954615384615383,-0.05922307692307695
22,House,1275,Anti-Jackson,67,0.294,0.204,0.2892089552238807,0.20776119402985077
22,Senate,44,Nullifier,3,-0.04,-0.571,-0.03200000000000001,-0.5683333333333332
22,Senate,555,Jackson,29,-0.161,0.059,-0.2053793103448275,0.10848275862068969
22,Senate,1275,Anti-Jackson,23,0.4075,0.3095,0.4065454545454545,0.28277272727272723
23,President,555,Jackson,1,-0.25,-0.098,-0.25,-0.098
23,House,26,Anti Masonic,26,0.315,-0.0195,0.32803846153846156,-0.05811538461538463
23,House,44,Nullifier,10,-0.3765,0.884,-0.4025999999999999,0.7947
23,House,555,Jackson,150,-0.2665,-0.267,-0.2666133333333332,-0.18761333333333344
23,House,1275,Anti-Jackson,72,0.1875,0.2525,0.18865277777777778,0.2738750000000001
23,Senate,44,Nullifier,2,-0.0805,-0.061999999999999986,-0.0805,-0.061999999999999986
23,Senate,555,Jackson,25,-0.274,-0.021,-0.30032,0.11124000000000002
23,Senate,1275,Anti-Jackson,29,0.384,0.18,0.3120344827586207,0.13972413793103447
24,President,555,Jackson,1,-0.25,-0.098,-0.25,-0.098
24,House,26,Anti Masonic,16,0.356,-0.0805,0.349,-0.144375
24,House,29,Whig,2,0.17049999999999998,0.199,0.17049999999999998,0.199
24,House,44,Nullifier,8,-0.4585,0.86,-0.45099999999999996,0.8098749999999999
24,House,555,Jackson,149,-0.283,-0.36,-0.2967027027027027,-0.3120337837837837
24,House,1275,Anti-Jackson,80,0.0805,0.314,0.0771125,0.3194875000000002
24,Senate,44,Nullifier,2,-0.0805,-0.061999999999999986,-0.0805,-0.061999999999999986
24,Senate,555,Jackson,34,-0.344,-0.009500000000000001,-0.37852941176470584,0.0719705882352941
24,Senate,1275,Anti-Jackson,27,0.274,0.18,0.25718518518518524,0.166962962962963
25,President,100,Democrat,1,0.105,-0.969,0.105,-0.969
25,House,26,Anti Masonic,7,0.398,-0.146,0.37014285714285716,-0.13328571428571429
25,House,29,Whig,110,0.1745,0.2525,0.12190909090909095,0.27208181818181826
25,House,44,Nullifier,6,-0.5095000000000001,0.8155,-0.5071666666666667,0.7378333333333332
25,House,100,Democrat,134,-0.283,-0.418,-0.29730827067669185,-0.3626315789473684
25,House,328,Independent,1,-0.065,0.368,-0.065,0.368
25,Senate,29,Whig,19,0.181,0.181,0.21010526315789468,0.2663684210526316
25,Senate,100,Democrat,40,-0.34099999999999997,-0.1245,-0.364825,-0.03892499999999999
26,President,100,Democrat,1,0.105,-0.969,0.105,-0.969
26,House,26,Anti Masonic,6,0.3815,-0.2285,0.36766666666666664,-0.17750000000000002
26,House,29,Whig,121,0.209,0.2325,0.122775,0.2903583333333332
26,House,100,Democrat,128,-0.297,-0.452,-0.3210312500000002,-0.3693671875000001
26,House,112,Conservative,2,-0.35250000000000004,0.2905,-0.35250000000000004,0.2905
26,Senate,29,Whig,28,0.251,0.174,0.2073214285714286,0.2530714285714285
26,Senate,100,Democrat,32,-0.3695,-0.16949999999999998,-0.39009375,-0.10268750000000001
27,President,29,Whig,2,0.251,-0.968,0.251,-0.968
27,House,29,Whig,151,0.179,0.176,0.140569536423841,0.26105960264900663
27,House,100,Democrat,106,-0.3475,-0.3345,-0.36377358490566053,-0.26731132075471686
27,House,328,Independent,1,-0.576,0.749,-0.576,0.749
27,House,329,Ind. Democrat,1,-0.109,-0.17,-0.109,-0.17
27,Senate,29,Whig,34,0.251,0.2595,0.19973529411764707,0.24435294117647058
27,Senate,100,Democrat,25,-0.373,-0.161,-0.4052400000000001,-0.13648
28,President,29,Whig,1,0.251,-0.968,0.251,-0.968
28,House,29,Whig,80,0.251,0.21250000000000002,0.17136250000000008,0.23803749999999996
28,House,100,Democrat,152,-0.2815,-0.28049999999999997,-0.2981933333333333,-0.2535200000000001
28,House,329,Ind. Democrat,1,0.172,0.042,0.172,0.042
28,House,403,Law and Order,2,0.1765,0.1645,0.1765,0.1645
28,House,603,Ind. Whig,1,-0.092,0.545,-0.092,0.545
28,Senate,29,Whig,29,0.216,0.25,0.16941379310344834,0.24172413793103448
28,Senate,100,Democrat,30,-0.412,-0.2215,-0.4219333333333334,-0.12196666666666668
28,Senate,403,Law and Order,1,0.353,-0.355,0.353,-0.355
29,President,100,Democrat,1,-0.659,-0.504,-0.659,-0.504
29,House,29,Whig,84,0.23199999999999998,0.195,0.17432926829268297,0.25303658536585366
29,House,100,Democrat,150,-0.29,-0.2235,-0.32851999999999987,-0.21964000000000003
29,House,310,American,6,0.14500000000000002,0.037,0.1285,0.06483333333333334
29,Senate,29,Whig,26,0.28049999999999997,0.2235,0.24465384615384622,0.24496153846153845
29,Senate,100,Democrat,39,-0.43,-0.082,-0.428897435897436,-0.015435897435897447
29,Senate,1111,Liberty,1,0.907,0.29,0.907,0.29
30,President,100,Democrat,1,-0.659,-0.504,-0.659,-0.504
30,House,29,Whig,119,0.242,0.085,0.1973504273504273,0.19474358974358982
30,House,100,Democrat,115,-0.3375,-0.211,-0.34872807017543844,-0.214078947368421
30,House,310,American,1,0.013,0.24,0.013,0.24
30,House,328,Independent,1,0.552,-0.598,0.552,-0.598
30,House,329,Ind. Democrat,2,-0.129,-0.493,-0.129,-0.493
30,Senate,29,Whig,24,0.2115,0.248,0.2047916666666667,0.3165833333333333
30,Senate,100,Democrat,47,-0.398,-0.175,-0.38085106382978723,-0.175
30,Senate,329,Ind. Democrat,1,0.11,-0.8,0.11,-0.8
31,President,29,Whig,2,,,,
31,House,29,Whig,113,0.298,0.154,0.2391681415929203,0.18515929203539835
31,House,100,Democrat,120,-0.374,-0.159,-0.38658823529411757,-0.17901680672268905
31,House,300,Free Soil,9,0.425,-0.812,0.3874444444444445,-0.8141111111111111
31,House,310,American,1,0.013,0.24,0.013,0.24
31,House,328,Independent,1,0.013,0.246,0.013,0.246
31,Senate,29,Whig,29,0.244,0.243,0.18642857142857142,0.31889285714285703
31,Senate,100,Democrat,40,-0.377,-0.151,-0.374,-0.1298
31,Senate,300,Free Soil,2,0.2125,-0.8745,0.2125,-0.8745
32,President,29,Whig,1,,,,
32,House,29,Whig,89,0.289,0.149,0.24723595505617962,0.09784269662921355
32,House,46,States Rights,3,-0.421,0.087,-0.4513333333333333,0.06866666666666667
32,House,100,Democrat,129,-0.303,-0.163,-0.3051162790697674,-0.18642635658914727
32,House,300,Free Soil,4,0.47750000000000004,-0.8045,0.4525,-0.792
32,House,329,Ind. Democrat,3,-0.23,0.037,-0.17500000000000002,-0.010666666666666677
32,House,603,Ind. Whig,1,0.022,0.735,0.022,0.735
32,House,4444,Union,10,-0.40700000000000003,0.33699999999999997,-0.40840000000000004,0.308
32,Senate,29,Whig,26,0.102,0.2965,0.09449999999999997,0.3755769230769231
32,Senate,100,Democrat,44,-0.384,-0.051000000000000004,-0.37829545454545443,-0.1158863636363636
32,Senate,300,Free Soil,3,0.315,-0.8,0.25566666666666665,-0.6643333333333333
33,President,100,Democrat,1,0.256,0.132,0.256,0.132
33,House,29,Whig,77,0.2585,-0.069,0.19164473684210528,-0.06607894736842106
33,House,100,Democrat,159,-0.31,-0.099,-0.3002356687898089,-0.10733121019108281
33,House,300,Free Soil,4,0.294,-0.497,0.27599999999999997,-0.47725
33,House,328,Independent,1,0.103,-0.224,0.103,-0.224
33,House,329,Ind. Democrat,1,-0.214,-0.053,-0.214,-0.053
33,Senate,29,Whig,23,0.03,0.373,0.07056521739130434,0.379695652173913
33,Senate,100,Democrat,42,-0.384,0.008,-0.3622142857142857,-0.09090476190476185
33,Senate,300,Free Soil,4,0.4305,-0.5615,0.4705,-0.579
33,Senate,310,American,1,0.332,-0.22,0.332,-0.22
34,President,100,Democrat,1,0.256,0.132,0.256,0.132
34,House,100,Democrat,85,-0.432,-0.076,-0.396564705882353,-0.057294117647058836
34,House,200,Republican,1,0.549,-0.683,0.549,-0.683
34,House,310,American,52,0.0275,0.1605,0.10148076923076922,0.12184615384615384
34,House,3333,Opposition,100,0.313,-0.337,0.29087878787878785,-0.3219090909090908
34,Senate,100,Democrat,39,-0.405,0.033,-0.38038461538461543,0.009051282051282047
34,Senate,200,Republican,1,0.343,-0.291,0.343,-0.291
34,Senate,310,American,1,-0.361,-0.056,-0.361,-0.056
34,Senate,3333,Opposition,23,0.214,0.1585,0.13822727272727275,0.08640909090909087
35,President,100,Democrat,1,-0.721,-0.045,-0.721,-0.045
35,House,100,Democrat,136,-0.341,0.031,-0.3755629629629629,0.0852814814814815
35,House,200,Republican,94,0.3225,-0.367,0.32980851063829786,-0.39952127659574477
35,House,310,American,15,-0.072,0.343,-0.0754,0.36800000000000005
35,House,329,Ind. Democrat,2,-0.0965,0.08700000000000001,-0.0965,0.08700000000000001
35,Senate,100,Democrat,47,-0.421,0.137,-0.4084255319148937,0.1286595744680851
35,Senate,200,Republican,21,0.268,-0.228,0.2509523809523809,-0.35861904761904756
